Grib  N° 216
Zone : Lon: 121, Lat: -48 X Lon: 178, Lat: 41
Cases en longitudes: 57 pas de 1.01786°;
Cases en latitudes: 90 pas de 1°

Données TWS, TWD de la fenêtre 0

Date: 2017/04/02 12:00:00 UTC
LATITUDE\LONGITUDE	121.00000	122.01786	123.03572	124.05358	125.07144	126.08930	127.10716	128.12502	129.14288	130.16074	131.17860	132.19646	133.21432	134.23218	135.25004	136.26790	137.28576	138.30362	139.32148	140.33934	141.35720	142.37506	143.39292	144.41078	145.42864	146.44650	147.46436	148.48222	149.50008	150.51794	151.53580	152.55366	153.57152	154.58938	155.60724	156.62510	157.64296	158.66082	159.67868	160.69654	161.71440	162.73226	163.75012	164.76798	165.78584	166.80370	167.82156	168.83942	169.85728	170.87514	171.89300	172.91086	173.92872	174.94658	175.96444	176.98230	178.00016	
17.00000	3.53785;105.94540	2.09208;38.57584	22.62252;46.03049	22.12675;41.38859	23.76570;41.71760	24.10509;41.02076	24.08183;40.28226	23.81321;37.89795	23.43281;36.47921	23.42007;34.45244	23.02034;31.29150	22.65109;28.71170	21.97174;26.10713	21.31061;24.98722	20.52769;25.01198	19.66668;25.45823	16.16898;21.85897	12.55208;10.65563	10.31174;12.89666	10.05800;21.50737	11.08692;18.80980	11.05555;20.07262	11.29202;19.28958	9.10862;40.91562	8.56279;69.49571	6.96963;80.86396	5.59730;85.10516	7.40345;96.65517	6.12915;92.54480	10.73978;109.22202	10.08716;103.49530	9.38962;93.38722	9.21345;87.70263	9.42234;95.11074	9.87330;109.08775	10.75637;114.58278	10.16036;112.27162	10.07549;106.64842	11.18118;103.20516	12.98695;100.07703	13.95345;101.14087	14.39753;96.43954	15.10116;91.77033	15.43044;90.29384	16.07664;90.65323	16.47798;89.93724	16.69121;87.57311	17.36501;85.77017	17.24596;81.00589	17.01066;77.69489	17.13898;79.48533	17.13967;79.36677	17.21609;79.17091	16.89765;78.89042	16.51715;76.89925	17.09106;77.86701	17.43581;76.72290	
16.00000	8.12304;41.70186	21.35080;42.61651	24.59358;42.45342	24.15056;38.23415	24.52924;38.87538	24.43702;37.86259	24.77928;39.47409	24.99599;38.73983	25.08868;38.00464	24.37873;36.35822	23.66416;34.60645	22.98044;31.96120	23.09742;31.60466	21.91915;30.52892	19.41773;29.37494	16.54533;26.09542	14.79976;29.58527	13.81774;28.97005	13.51815;30.48476	13.19663;29.23822	12.34903;29.06249	11.44974;31.35579	9.66480;49.87868	10.11139;74.80961	9.45073;82.84341	8.64388;81.07868	8.63886;79.65722	8.90043;81.45933	8.88371;89.49852	9.57027;95.70365	11.13958;91.39287	10.32169;85.28905	10.44920;86.58722	10.95787;101.55312	11.73724;107.36365	12.35658;105.95159	12.44789;106.78237	11.46488;99.96859	12.30337;96.63569	14.40858;97.49989	15.28565;96.03757	15.31211;93.79013	15.68693;89.78701	16.14429;88.96997	16.64827;88.33667	17.26972;85.84831	17.84071;83.27995	18.08857;79.54261	18.50352;79.71238	18.62866;81.17656	18.66143;80.40620	18.64357;78.81777	18.33322;78.71270	17.62892;76.35142	17.41695;76.59654	17.92176;76.00294	17.74022;77.21243	
15.00000	7.81865;65.15522	19.49718;40.98172	27.28977;36.39974	26.47545;36.06387	26.12245;38.88953	25.95776;38.78042	26.19155;39.54641	25.50503;39.39295	25.30323;39.46067	25.04293;37.50677	25.10088;36.79890	24.02886;36.46016	21.73899;36.44774	19.05743;34.52809	16.81700;34.49829	16.32314;38.83670	16.03184;40.90948	15.27435;38.91489	14.31270;36.58976	13.17587;42.26743	11.67595;52.95077	10.46844;58.36113	10.59695;62.69229	9.98049;71.14864	10.40188;77.73250	10.15789;71.65173	10.65539;70.61968	10.30108;69.91344	11.24426;85.93555	11.38355;90.47873	11.47596;82.70838	11.47678;80.19946	11.89178;93.82965	12.88063;99.78358	12.68324;102.98409	12.49918;100.37498	13.62132;97.40310	13.67915;101.85763	12.94274;98.21505	14.24320;99.20393	15.76945;98.22799	15.91888;95.09657	15.89343;91.01615	16.55468;88.14486	17.52160;87.18362	18.06379;84.89801	18.33555;80.75138	19.13850;80.47645	20.06383;82.35584	20.18046;82.37800	19.81788;82.16396	19.20624;81.00386	18.78870;78.36107	18.39543;76.50121	18.09882;73.29722	18.00928;75.63228	17.95217;79.14025	
14.00000	6.75633;70.67884	20.34894;36.87647	10.54123;42.53381	23.17813;42.84872	25.08551;43.86660	25.43270;43.94092	25.51586;43.24971	25.13904;42.56515	24.93425;42.87072	23.84254;43.12683	21.98007;43.05050	21.39528;41.63743	20.31164;38.41746	19.30329;37.08453	17.95864;43.33336	17.61249;50.48590	16.07689;52.40269	14.35826;54.95015	13.21325;67.87615	12.85662;69.59503	11.91271;61.40670	11.52309;58.64008	10.61875;59.68920	10.83517;74.95404	10.41315;69.56914	10.86644;61.98177	11.61918;66.48424	11.34278;75.17547	11.92490;92.24208	11.88563;85.42328	12.23413;85.12371	12.51459;90.25426	13.68059;91.90780	13.60661;93.60391	12.85489;95.37955	12.93659;96.29741	13.63330;91.55235	16.16155;92.38784	16.37919;98.24934	16.44637;100.31514	16.32092;97.77592	16.21517;92.77803	16.20307;87.90307	16.85363;84.83124	18.10381;82.95053	18.50862;81.70310	18.63905;81.60456	19.70139;81.73479	20.16291;81.93083	19.88580;82.82358	19.55441;82.09221	19.41942;78.28177	19.21703;75.70512	18.79014;73.03846	18.92652;73.77816	19.04202;75.78218	18.62411;77.95119	
13.00000	7.58799;60.87411	24.48450;43.14700	15.43869;41.83064	13.88254;39.64841	24.15954;48.17007	23.60581;47.47622	23.73699;47.26329	22.67613;42.94009	21.28015;44.86677	20.98383;45.79192	20.19553;45.64734	19.83221;42.33451	19.46705;44.33653	18.17898;50.12305	15.87101;57.68220	15.29663;74.17462	14.44440;79.10894	13.66122;77.67634	12.97319;69.98756	12.93981;57.83313	12.82748;52.48064	13.40087;51.49595	12.98338;57.72092	12.18939;61.92698	11.19521;63.76418	10.61701;62.14472	11.48680;64.77927	11.37166;76.60750	12.11569;86.32045	12.33333;82.53246	12.89452;80.41982	14.06990;82.42393	14.37193;84.22232	14.05823;80.84245	14.39358;83.29152	14.42945;90.36663	14.12522;88.18620	15.29688;87.05506	16.82255;87.20901	17.11797;89.03573	16.10592;88.87346	16.15760;81.93619	16.85237;79.16315	17.33731;79.29984	18.15009;79.57221	19.00821;78.22813	19.38539;78.74753	19.66479;79.81420	19.45399;80.37109	18.72102;79.74251	18.93718;77.85267	19.45132;76.20539	19.68021;73.83306	19.01671;72.32070	18.85340;71.63417	19.07843;71.71089	18.41083;72.04330	
12.00000	28.32790;57.64038	16.63234;53.02832	21.59887;46.10486	15.91043;46.16328	5.78968;44.45590	21.59010;47.37896	20.87226;44.64910	19.76587;44.60157	19.29790;45.93866	18.91472;47.59481	18.94621;47.49064	18.98726;47.65963	18.29001;49.58628	15.10741;59.76957	14.92541;77.28504	14.14732;76.77526	13.30578;75.93940	13.03734;70.16286	12.20641;65.30006	12.07619;63.98351	12.41305;61.27569	10.82095;64.03794	10.84786;69.78883	11.56070;77.17652	10.79544;70.31217	11.37155;64.86299	11.96643;65.54988	10.77060;76.64343	13.05055;86.32784	12.71857;85.30021	13.08048;82.85999	13.50643;85.10830	14.02432;84.37554	14.42175;80.38660	15.32147;83.41200	15.77537;88.30535	15.02164;87.42565	15.19523;84.49143	16.36506;85.77193	17.08081;87.11610	15.99646;84.47092	15.75720;75.58490	17.22712;76.29304	18.10264;76.30397	19.09940;73.35773	19.44743;72.62274	19.42320;72.58235	19.25133;73.23925	18.72556;74.19349	18.75574;74.81727	19.39398;74.53737	20.02191;72.56600	20.10767;72.27094	19.36438;70.03163	18.97289;68.98019	18.73450;70.57052	18.69895;73.01551	
11.00000	23.91995;45.98776	13.87119;59.50718	17.57128;50.89968	9.99909;48.10469	9.94357;37.59796	19.10358;45.84513	18.09299;44.63002	17.59654;44.78518	17.51766;46.55569	18.47069;48.13111	18.67840;46.42103	18.75500;48.46213	16.43033;52.51324	15.36822;70.79272	15.13520;77.27564	14.96944;78.90456	14.40505;79.69239	13.00179;76.68885	13.14377;69.05618	12.82997;67.36678	12.08449;65.27764	11.50204;69.62642	11.41952;77.34531	10.87631;73.14873	11.46351;73.34728	11.51799;73.83146	11.82848;74.47236	13.79631;83.09807	14.23772;82.38985	14.03083;84.94420	14.33519;85.92313	14.94508;84.49852	14.88188;82.08687	14.83477;78.74896	15.51438;80.95311	16.69300;82.29072	16.10024;84.60604	16.13490;83.25153	16.49248;83.62483	17.25264;86.39870	15.86876;82.84364	15.97378;74.19635	16.69242;71.21691	17.80845;72.63702	18.66136;73.46025	19.18533;71.59626	19.48387;69.21448	19.38211;69.62218	19.41866;69.04320	19.82957;69.93436	20.24085;70.77331	20.67887;71.19035	21.03821;70.46512	20.29933;68.63160	19.68845;68.71962	19.23213;69.56121	19.04353;71.30613	
10.00000	16.90195;50.50660	25.33135;42.36892	6.47451;73.64512	12.60304;50.01792	15.35269;53.42753	10.98752;50.03090	14.78933;42.97075	14.99980;44.27544	16.24964;41.26072	19.06894;41.40460	19.77069;50.00546	17.05113;53.71667	15.14169;58.75872	14.96625;69.97875	15.78632;72.84799	15.79370;73.61484	15.82453;76.29321	15.22797;77.66158	13.87769;78.02744	13.13884;75.50323	12.74043;70.91540	12.70086;67.57980	12.91703;67.24748	12.17343;66.95998	12.64183;70.77939	13.05947;75.18395	13.67460;77.76360	13.68091;75.56886	14.43732;73.73671	15.00574;74.61534	14.28199;78.27561	14.60921;80.20179	15.06439;80.93513	15.36913;79.21875	15.80035;78.31682	16.76483;77.10298	17.11347;77.34343	17.26265;80.46555	17.73278;80.91146	17.56066;81.42502	16.32927;82.11104	15.75102;74.51790	16.09183;70.63483	16.97304;71.63560	18.13925;71.33788	19.35208;70.25094	19.54773;72.63714	19.62888;72.13385	19.95405;71.22440	20.53534;71.35753	20.91674;69.21212	21.15589;68.99046	21.34853;67.82077	20.92234;66.02832	20.04066;66.91160	19.68032;68.65573	19.60403;67.98760	
9.00000	11.10876;46.27618	8.36253;60.49134	11.65541;61.93482	23.25865;48.43884	7.38549;84.67054	3.41461;354.31862	10.67083;40.74507	13.08180;34.39847	15.26166;27.78573	16.00512;43.86821	14.64189;58.59531	16.25608;57.42161	15.04425;54.56645	14.62515;59.59392	16.19008;64.61947	16.00212;65.48347	15.98034;66.63760	15.38676;68.98224	14.78691;70.12629	14.55886;71.97147	13.38946;72.54624	12.66689;70.82821	12.78956;67.62129	12.87160;65.01395	12.69737;65.77745	13.31415;67.45606	13.08058;67.34477	12.80479;67.59290	13.53632;68.51944	14.65430;69.16820	14.87482;70.44741	14.28551;73.87576	14.52260;75.90052	15.27829;75.34140	16.03010;72.57137	16.75109;69.42839	17.28267;67.76779	17.60384;69.76014	17.56471;72.69401	17.42780;74.99654	16.81791;77.29377	15.50322;77.05977	15.45248;69.37647	16.11457;69.30239	16.86552;70.70466	17.63453;73.60262	19.06520;73.60123	20.31569;70.95134	20.35324;70.15808	20.33423;71.66897	21.12908;70.24477	21.35798;69.32677	20.45720;70.92115	20.97094;69.42158	20.63281;66.70289	20.65314;67.89617	20.31875;67.97466	
8.00000	16.01526;70.57540	14.39621;57.61247	2.09887;36.44326	2.39206;22.48878	2.60920;49.91679	1.78335;351.26666	10.54216;9.03958	13.31683;22.59349	13.86214;20.85696	14.37358;38.44925	14.87195;53.53600	15.82075;56.09516	15.59523;48.23361	15.62557;48.65650	16.62932;54.85161	17.47822;54.65195	18.33838;59.47995	15.19839;62.33702	14.61077;62.49743	14.68333;63.96074	13.92639;64.06801	13.44512;62.67550	13.54532;62.60756	13.04856;61.03327	12.97263;60.33498	13.42469;60.18309	12.70733;59.21361	12.16328;61.07969	12.77064;63.90298	14.11709;64.90637	14.66210;65.87477	14.72287;67.84741	14.68285;69.08883	14.78686;68.11887	15.29241;60.01302	16.84001;60.43149	17.95781;61.01286	18.42488;64.51093	18.07430;66.92035	17.69990;68.37970	17.06846;70.16797	16.58027;71.46097	14.97759;71.10651	15.04206;68.60420	15.23616;70.16178	15.82203;71.19331	16.27500;73.87036	17.52727;74.91263	18.18320;76.27127	18.45433;75.63734	19.06550;75.93259	19.31540;75.86866	19.70446;74.96846	19.07343;75.60120	18.91242;72.03434	19.61922;73.31381	18.97340;72.71601	
7.00000	3.83376;63.82471	2.50076;77.91706	8.34706;39.82265	2.84866;64.07490	2.55504;39.72185	5.44038;353.18528	16.08980;5.58593	13.49332;22.30875	12.02619;22.42396	9.61057;27.46168	7.01419;48.41525	6.24627;67.04958	8.70637;61.41506	11.90487;59.13411	8.59041;64.53665	9.92271;95.40346	15.12337;90.97877	13.86800;79.11690	12.79838;75.00972	13.04602;75.89129	12.48355;74.65020	12.44568;73.43876	12.99113;70.42634	12.49241;62.18291	12.42400;58.55811	13.49317;52.21551	13.60492;48.91034	13.02955;52.37616	12.96094;55.88094	13.90677;58.33164	15.47130;61.07125	14.93220;61.58003	15.03302;61.69523	14.11404;55.51546	15.30683;61.23798	15.32712;66.84912	15.99120;68.91899	16.59361;69.94751	18.96321;63.41394	18.42050;62.96716	17.83798;62.22023	17.34630;62.85779	16.81870;64.27900	15.28897;66.39106	14.47178;68.35579	14.02336;71.21595	14.38870;72.02768	14.75716;74.34176	15.16149;76.15083	15.47495;75.06302	15.54110;76.65033	15.35450;78.92763	15.22808;79.03575	16.26280;79.79684	17.06025;77.21628	17.40032;72.07513	18.08256;73.51314	
6.00000	2.96619;81.71060	7.38234;78.84096	5.74549;60.75523	4.18309;146.14009	2.97835;13.31610	13.40098;359.75657	17.47715;21.66296	13.21681;28.50622	11.20536;27.54745	9.00164;31.20141	6.32703;44.56435	3.71923;54.72340	4.15197;96.06559	5.23685;98.56862	8.18876;111.29628	10.45285;118.09004	12.49124;98.82351	11.67630;87.95929	10.45975;86.17884	10.27508;81.36204	12.56082;78.58399	11.85031;72.90556	11.32967;74.04650	10.94898;69.64754	10.20761;64.76229	9.94288;64.66235	9.82847;63.50083	12.00631;60.40930	12.57733;51.58912	14.40932;48.73555	16.27082;54.90872	16.00606;54.68476	14.97666;54.45541	14.94090;52.37869	15.95537;56.96238	15.44972;63.77668	15.55062;71.55599	14.89736;76.40075	16.57834;72.65920	16.47461;71.03059	16.82055;65.38672	17.62019;58.84220	17.92851;57.28344	17.17258;58.27098	15.78331;61.72744	14.38974;67.21403	14.10079;70.73828	13.38056;74.00315	13.18594;73.40836	13.59383;74.53290	13.74218;77.27692	14.08556;77.51922	15.12933;78.35513	15.21409;75.36896	16.18573;70.54012	16.60981;68.77137	16.92236;67.79528	
5.00000	6.28009;91.24151	5.16041;95.15652	2.93776;93.16986	5.84909;124.05447	7.91725;57.70683	17.20315;29.03260	16.25443;27.59164	12.70808;31.23430	11.78548;32.01240	9.57116;33.47706	7.33501;37.93891	5.90350;46.74783	5.48683;60.10154	4.77948;85.44187	7.43291;113.74949	9.76302;112.91998	8.86743;100.86655	9.46046;79.28344	10.58716;89.21847	11.30144;71.20667	11.10763;74.97880	10.14322;67.61748	10.25900;69.73493	9.36576;73.67891	8.07539;69.80715	7.83649;65.62191	8.15617;62.47614	8.03808;52.64514	10.61882;48.63648	12.77412;60.72014	15.26365;54.51661	15.62568;51.93685	15.49208;49.82992	15.62406;52.09501	15.70497;56.88427	15.78865;73.18252	12.70754;76.47393	13.81103;77.77908	14.35941;80.65116	15.18526;74.07072	15.98784;68.37581	15.28285;65.49513	16.12596;62.07580	15.82036;62.45262	14.89702;61.73621	15.18455;58.91674	15.45427;58.62714	14.61828;61.91855	13.83090;65.02689	13.31766;67.18136	14.20710;71.25269	14.29660;76.85182	14.45734;75.60502	14.49719;69.30998	14.76712;65.68525	15.65859;63.89936	16.17826;63.06550	
4.00000	5.51319;66.96056	5.68919;102.80357	4.13051;118.41033	3.60815;113.36355	6.99751;62.01833	13.35565;23.20297	14.78046;27.31318	13.08108;30.21905	11.28373;32.47725	10.07477;33.39879	8.42855;33.13300	6.67140;43.09911	5.14825;45.96376	4.52038;58.41510	5.00925;80.28181	6.45898;105.03749	7.07097;107.61806	8.29653;100.39898	10.94355;105.38901	5.93011;111.31663	6.63814;76.74670	6.01703;71.29872	5.80468;78.38151	6.73396;80.22934	4.61281;73.81648	3.88348;71.44625	9.54154;38.13297	6.62749;52.17218	8.65707;49.37080	13.08670;42.24278	11.60938;51.73124	16.37549;47.94454	16.47819;51.38875	15.75896;56.67452	13.08279;67.74489	11.15893;81.45986	11.48201;81.76852	10.91326;89.44237	11.31675;83.63916	12.32948;75.76220	13.42261;70.59679	13.59503;64.69903	14.71885;69.23140	14.79835;70.07026	13.88210;70.28627	12.81473;69.37682	13.25666;68.91001	13.54802;67.77726	13.02274;66.50382	13.16130;68.74073	12.60661;72.28865	13.24034;72.74884	14.46128;75.51359	13.59350;69.91959	14.20858;67.62072	14.92212;65.33120	15.54537;64.36416	
3.00000	3.98962;357.20730	2.82455;78.12942	2.69664;238.04102	1.39984;223.77347	3.78692;321.75357	7.94740;343.44438	8.79059;350.10527	8.75295;15.21829	9.46833;34.81567	9.31034;37.14264	8.30751;45.00000	7.21027;44.04971	4.92729;34.69944	3.88883;47.28899	3.86616;76.62752	2.67316;83.02071	3.36253;106.80076	5.72538;94.57625	7.79811;71.34826	7.98164;54.33580	6.63032;67.48738	4.27553;11.80548	5.02254;33.44406	4.85627;47.40080	5.01872;31.81249	6.52357;32.57725	0.82625;179.03712	7.91707;51.57966	6.66705;338.44676	7.83014;46.39816	11.53467;42.08338	14.13253;62.31413	14.03685;60.30728	14.39566;62.87097	11.63391;73.78766	10.43652;87.78510	9.80794;97.71208	11.17189;91.62718	10.97305;84.49645	10.76068;74.13848	11.12429;65.41436	11.06361;67.67517	12.07613;77.07105	13.39979;80.35458	12.67655;80.55645	11.62905;81.71075	11.98281;75.49487	12.41368;72.93553	12.54131;76.74778	11.83699;72.01731	13.15619;72.47528	13.13304;73.98471	13.45380;72.31115	13.22653;69.34639	13.38429;67.93127	14.18892;67.07763	14.84031;64.13978	
2.00000	3.42894;279.46232	5.02216;306.64370	4.27715;306.18244	4.50273;285.60699	8.18426;283.55898	9.39874;326.65174	10.36589;333.08418	5.78863;311.59679	8.63513;313.43114	6.02246;356.08751	2.63190;343.92091	1.93302;318.64063	3.08332;340.36902	4.35130;11.69896	4.33283;42.81836	2.57484;72.60056	0.77368;83.81814	1.77373;50.90675	4.13462;60.75963	6.24967;42.64291	6.37174;24.32099	6.78357;15.24288	7.18205;11.92731	7.05602;15.01479	7.10556;14.80874	6.69042;12.28776	10.53721;1.47991	11.26819;8.37779	9.49305;5.64055	6.89458;39.74973	7.59679;62.26126	13.28517;58.73576	11.93723;59.18345	11.58303;72.27657	8.80030;81.62631	7.51834;102.08855	9.23935;107.34468	9.86565;96.66769	9.49528;83.25645	10.02344;72.87930	10.71049;70.50286	9.65143;68.13645	8.94647;68.25638	9.50171;76.19972	10.52804;87.06733	10.36236;87.55410	10.36500;81.02983	11.83641;77.24870	11.67668;74.55247	10.88457;74.08974	10.60824;76.56470	12.03723;75.19851	12.69543;70.96581	12.53936;68.54990	13.05033;66.48204	13.37446;64.11275	13.96120;63.54198	
1.00000	2.00697;188.91493	1.33519;313.59016	0.69205;83.31733	4.34247;224.22014	9.01318;324.03713	12.91253;339.77003	11.03362;353.80126	1.65684;337.94894	2.04511;349.35760	6.00149;305.70810	8.82032;282.73151	8.57178;278.52370	9.78636;295.60817	8.78268;320.97380	6.58370;327.29527	4.58494;333.94553	2.50834;341.53978	2.18093;321.30670	4.00032;335.12355	3.59496;2.92243	4.39228;31.48125	4.39899;25.94230	4.85654;18.15792	6.51876;13.41798	8.21457;7.04900	8.12731;7.31709	9.62280;347.23267	10.23145;12.93261	7.32406;30.98984	4.13096;37.54393	4.37183;54.71997	6.75441;58.41410	10.46392;54.87806	8.37971;59.43742	6.98651;83.63270	7.35030;101.90427	7.17605;108.69016	8.52810;100.69651	8.26429;89.10472	8.83679;79.23262	9.81041;72.11433	10.01169;68.07671	9.22097;68.54624	8.38584;69.24188	8.33018;73.36223	8.81885;76.47529	9.24712;76.98913	10.77455;74.44933	11.24476;70.50008	10.55848;70.08719	10.39840;70.13219	10.79478;67.45712	12.06339;65.80972	12.49220;62.43413	12.56541;62.63818	12.84511;63.17515	13.14529;64.23067	
0.00000	4.95116;184.27794	2.48977;214.86009	7.54197;318.10279	3.59240;270.56457	6.75733;20.31684	14.24652;0.19263	14.21277;350.72061	5.85956;315.22848	0.96131;304.28775	2.24641;190.84808	3.99236;223.85581	13.10080;226.50301	13.92044;276.08078	12.72569;303.39150	8.58701;330.50447	5.63715;323.13010	5.99172;309.48428	6.63713;306.60477	7.11835;312.52102	8.34484;320.32088	8.53371;331.03540	4.78686;357.38159	4.10667;357.73297	3.90242;357.72650	4.26518;5.79114	5.56373;358.31966	7.45339;346.09568	7.37151;5.46404	5.49706;19.84463	2.88439;354.48920	2.25739;27.50945	3.71922;53.80090	4.37215;70.71356	3.99878;81.03128	4.98722;102.37863	5.17331;98.80754	5.73904;88.22539	7.24377;88.36386	7.68747;84.26778	8.07829;80.34774	8.66413;74.68851	9.28365;70.68108	9.31149;68.76498	8.86837;69.88492	8.85902;69.54107	9.15167;70.06784	9.35692;68.02840	9.87148;69.63807	10.21764;68.80988	9.88572;65.42551	9.48623;60.82452	10.88164;61.89681	10.76741;64.19823	11.45233;61.56883	12.87049;59.36422	12.67264;60.94625	12.32043;60.19906	
-1.00000	9.50828;151.28671	1.35869;81.39344	6.57365;357.67655	7.84961;2.61016	7.25614;23.62586	11.19194;6.10271	12.73847;352.69193	5.86148;308.73993	7.44942;293.25356	6.37503;287.72005	0.58785;321.41712	2.18058;47.44939	1.38338;165.82317	0.73464;154.60118	2.33553;357.13759	4.16417;256.60986	7.99098;286.87012	9.65634;296.62179	10.79731;305.25229	12.88441;310.66224	13.59042;312.11879	12.24225;318.17305	9.75767;319.51632	5.08018;331.97394	5.43605;339.76816	5.91634;343.08799	6.31776;336.21113	5.41667;334.87877	4.47616;12.28592	3.69263;339.12836	3.16933;339.88569	2.58809;356.53974	4.18481;25.50808	4.98145;52.02109	5.60170;74.28155	4.82530;78.55653	4.85392;70.16960	6.12966;72.53498	6.87206;72.14419	7.64624;66.63501	8.28112;63.60336	8.98612;63.30192	9.41905;63.59359	9.14007;64.58485	9.04417;64.14540	8.84510;62.71414	9.13408;63.05869	9.56637;66.37796	9.68897;66.55689	9.10968;62.58197	8.77845;60.00019	9.57892;66.96782	11.03852;59.84088	11.23833;62.47317	11.58649;58.16579	11.90021;58.93512	11.65051;56.36296	
-2.00000	2.03427;296.07536	4.02938;174.99901	13.09174;29.85779	10.49645;25.42138	6.57775;17.73887	5.88093;349.52577	10.92419;330.24627	1.89391;335.27620	3.85428;292.71633	4.82660;296.09035	9.73920;294.22722	3.73340;328.23810	1.13361;290.65379	7.10897;224.84491	1.54585;258.76072	3.23552;313.36898	2.69821;232.68761	2.06453;235.57677	10.44046;287.62194	14.92782;304.77443	15.27066;305.60805	14.40291;303.41126	13.18655;301.30705	9.91094;312.96537	8.07513;328.52532	6.75136;331.31713	7.47413;320.78398	6.72533;323.27252	4.76793;324.62525	4.31319;316.44259	5.51800;316.58440	5.77976;325.31581	4.15798;359.61723	4.34684;24.67636	5.07262;47.11190	5.10908;47.31279	5.08963;42.74031	5.72942;41.16215	6.78468;39.22126	8.61145;48.09258	8.15524;51.99925	8.51836;52.93921	9.39314;53.71110	9.66904;53.83967	9.53740;52.83583	9.38148;52.87367	8.98681;54.20588	8.92327;59.22247	8.97998;58.78738	8.14267;57.34942	8.71675;64.30923	8.52373;64.62710	11.36019;63.47441	10.99283;61.75826	9.68552;56.98288	11.27090;52.59649	11.03729;45.07135	
-3.00000	2.31023;120.88108	1.47741;232.88736	5.33520;49.01831	7.21857;36.34840	7.76005;15.11539	4.71194;37.15354	9.45844;303.57576	7.13712;311.91994	2.11277;315.21247	7.56664;284.41894	11.69922;297.96161	7.47278;317.62505	2.12752;88.27955	0.71540;261.40534	4.89163;151.90742	0.77562;177.38427	1.70882;302.31973	1.55788;280.27096	1.25159;287.43312	1.09394;294.40183	1.21798;257.36110	11.04072;291.01651	13.18059;296.39122	11.53829;315.62795	12.07870;319.94178	10.24608;332.27791	9.86538;329.23566	9.58663;325.49148	8.27822;313.28735	5.86495;313.26755	5.40689;305.08990	8.06083;305.85570	6.72582;325.83688	6.63793;351.92637	5.44536;2.33843	5.43401;13.07680	5.59943;17.25174	6.20607;13.76377	6.88906;23.58494	7.25876;35.07749	9.42765;36.86990	9.00011;40.53284	8.77146;43.74293	9.16399;42.35217	9.17915;40.43942	9.32197;38.54039	9.24775;38.07673	9.13316;40.70182	8.68632;44.21120	8.17483;49.75484	7.18412;58.79164	7.30123;61.12171	8.53952;59.08545	9.49958;51.48850	9.88763;41.47732	9.76623;38.97327	10.75108;31.01705	
